CampaignTypeId,Name,CreatedDate,ModifiedDate,SourceSystemId,SourceId
b864779a-74ca-4009-9d76-96b684b74111,Fundraising,2025-07-30T16:32:50,2025-07-30T16:32:50,2b799fc5-9a7e-4f06-b854-340a98417d10,bb05204b-9818-4e53-9036-6b29b936b0fb
847ba497-49a8-402a-a520-c708df31cc38,Awareness,2025-07-30T16:32:50,2025-07-30T16:32:50,bd15f120-42ec-40f2-b578-ff2853a874c2,bb05204b-9818-4e53-9036-6b29b936b0fb
23522626-3807-49b3-b6c9-d6d6cbf05fab,Advocacy,2025-07-30T16:32:50,2025-07-30T16:32:50,3d315418-1452-4d96-b29f-ffc56e5cbb10,bb05204b-9818-4e53-9036-6b29b936b0fb
1b0bbdd0-6aaf-4ab4-a469-ab6443579a9d,Membership Drive,2025-07-30T16:32:50,2025-07-30T16:32:50,c9ba123c-5852-4502-b8cf-19871d69799e,bb05204b-9818-4e53-9036-6b29b936b0fb
9beda7cb-4f7d-44cd-8985-efd0ce3de829,Volunteer Recruitment,2025-07-30T16:32:50,2025-07-30T16:32:50,fc33b870-9f55-4a33-85c1-afad0f1f8a5f,bb05204b-9818-4e53-9036-6b29b936b0fb
36dfc866-de00-4320-8315-49c352f6279d,Event Promotion,2025-07-30T16:32:50,2025-07-30T16:32:50,3cc30d30-c7fb-481e-810d-1db7bbc11ded,bb05204b-9818-4e53-9036-6b29b936b0fb
8070d3ff-fb31-4842-ba4d-13620018b14d,Giving Tuesday,2025-07-30T16:32:50,2025-07-30T16:32:50,9b636a8c-ce5b-4543-85c6-0abd53391e50,bb05204b-9818-4e53-9036-6b29b936b0fb
92115351-4323-4f79-a63b-d8ab7d94d1b6,Peer-to-Peer,2025-07-30T16:32:50,2025-07-30T16:32:50,d25ac814-4708-47ae-8cbf-5267d71ee177,bb05204b-9818-4e53-9036-6b29b936b0fb
3468bb1a-5c7e-4e02-b60b-7eb25c458ee9,Community Outreach,2025-07-30T16:32:50,2025-07-30T16:32:50,fb729240-5b66-429f-8a53-c29341389e85,bb05204b-9818-4e53-9036-6b29b936b0fb
e977b1fa-dedb-4574-a7c6-a59e091239e0,Education,2025-07-30T16:32:50,2025-07-30T16:32:50,871f3588-d0a0-4ec9-ab7e-e03a4cf68e4d,bb05204b-9818-4e53-9036-6b29b936b0fb
