EventTypeId,Name,CreatedDate,ModifiedDate,SourceSystemId,SourceId
19977a29-400f-40a8-9d5e-2a11ae125fcf,Conference,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d470dc5b-832f-4f20-a849-7e699121c2ca,bb05204b-9818-4e53-9036-6b29b936b0fb
f4394c99-61dd-4135-a4bc-efa0f02829c5,Workshop,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d59b2a5d-b448-4f6e-8b9f-24e050de38b7,bb05204b-9818-4e53-9036-6b29b936b0fb
b9f61bc7-94a4-4eb5-ba35-f7af4e3554bb,Seminar,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,af32ec5f-8a79-4473-b40b-74ae848c94a4,bb05204b-9818-4e53-9036-6b29b936b0fb
aab9d979-2d45-49d6-a19f-ca2a9a7774c7,Fundraiser,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,88e306a0-7106-491c-a8cb-20c96c66893a,bb05204b-9818-4e53-9036-6b29b936b0fb
74d1c04f-1270-4992-b7bb-60ece014f165,Gala,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,9573c102-c690-489d-9c8a-01956bd14922,bb05204b-9818-4e53-9036-6b29b936b0fb
0f15dd27-59c7-46c7-8dcb-93e749ad857c,Webinar,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,bbc337ac-d0fb-46d5-8a64-5effaf41a1de,bb05204b-9818-4e53-9036-6b29b936b0fb
a882d9a2-9dc8-4678-ac80-1aa7067db3ea,Meetup,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,7d595941-17b5-452c-9bd4-29568ac1a66e,bb05204b-9818-4e53-9036-6b29b936b0fb
c07f38a5-8c20-4474-b3a8-776b73a2e842,Networking,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,749db606-a72e-47d5-8b81-6502e6848c81,bb05204b-9818-4e53-9036-6b29b936b0fb
057cbcc3-ac6f-4d76-9cc5-76894fc60a36,Festival,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d25e3b20-eec2-4098-b1c5-7b59827c7d4b,bb05204b-9818-4e53-9036-6b29b936b0fb
83faa8b1-53fe-4c8a-8a73-9f760aff7585,Ceremony,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,1298f29b-61ed-4e39-980c-d3c142a5e97f,bb05204b-9818-4e53-9036-6b29b936b0fb
